	id_relation	lautre_noeud	type_relation	poids_relation	sens_relation
452	10908842	manger à la cantine	0	5.2e-05	sortante
453	11238324	manger bio	0	5.2e-05	sortante
454	11642088	::&gt;16:141683&gt;29:130164	0	5.2e-05	sortante
455	11647910	::&gt;14:120500&gt;29:130164	0	5.2e-05	sortante
456	11648157	::&gt;14:141687&gt;29:130164	0	5.2e-05	sortante
457	11648787	::&gt;13:74860&gt;29:130164	0	5.2e-05	sortante
458	11642038	::&gt;13:61490&gt;29:130164	0	5.3e-05	sortante
459	11648199	::&gt;16:62735&gt;29:130164	0	5.3e-05	sortante
460	11648249	::&gt;16:30821&gt;29:130164	0	5.3e-05	sortante
461	11648568	::&gt;13:18067&gt;29:130164	0	5.3e-05	sortante
462	11648573	::&gt;16:147466&gt;29:130164	0	5.3e-05	sortante
463	11649195	::&gt;16:134670&gt;29:130164	0	5.3e-05	sortante
464	1563073	goûter	0	5.4e-05	sortante
465	11647946	::&gt;16:128482&gt;29:130164	0	5.4e-05	sortante
466	11649001	::&gt;16:81934&gt;29:130164	0	5.4e-05	sortante
467	9361313	absorber	0	5.5e-05	sortante
468	9769305	s'alimenter	0	5.5e-05	sortante
469	11239937	::&gt;34:133969&gt;29:130164	0	5.5e-05	sortante
470	11642223	::&gt;13:116477&gt;29:130164	0	5.5e-05	sortante
471	11648450	::&gt;16:145405&gt;29:130164	0	5.5e-05	sortante
472	11649168	::&gt;13:40082&gt;29:130164	0	5.5e-05	sortante
473	12193881	faire bombance	0	5.5e-05	sortante
474	15352133	vie	0	5.5e-05	sortante
475	15352134	santé	0	5.5e-05	sortante
476	233192827	fait de se nourrir	0	5.5e-05	sortante
477	235098090	ce dont on se nourrit	0	5.5e-05	sortante
478	80809	légume	0	5.6e-05	sortante
479	10574195	casse-croûte	0	5.6e-05	sortante
480	11642477	::&gt;14:114637&gt;29:130164	0	5.6e-05	sortante
481	11648248	::&gt;14:61283&gt;29:130164	0	5.6e-05	sortante
